,total_num_sections,num_unique_sections,Song
144,7,4,the-strokes_last-nite
145,10,6,matchbox-twenty_unwell
146,11,5,five-for-fighting_superman-its-not-easy
147,13,8,3-doors-down_kryptonite
148,6,4,arctic-monkeys_only-ones-who-know
149,8,4,simple-plan_welcome-to-my-life
150,5,3,steve-earle_the-galway-girl
151,10,4,cage-the-elephant_aint-no-rest-for-the-wicked
152,11,6,chris-cornell_you-know-my-name
153,8,4,staind_outside
154,3,2,tally-hall_hidden-in-the-sand
155,11,6,john-mayer_stop-this-train
156,11,6,kid-rock_all-summer-long
157,7,6,hillsong-united_lead-me-to-the-cross
158,5,4,mcfly_all-about-you
159,12,5,muse_time-is-running-out
160,6,3,all-time-low_dear-maria-count-me-in
161,4,2,michael-w-smith_awesome-god
162,8,5,mgmt_kids
163,8,5,red-hot-chili-peppers_the-zephyr-song
164,10,6,oasis_little-by-little
165,9,5,linkin-park_leave-out-all-the-rest
166,6,3,snow-patrol_run
167,7,3,my-chemical-romance_im-not-okay-i-promise
168,8,5,panic-at-the-disco_i-write-sins-not-tragedies
169,21,4,nick-cave-the-bad-seeds_o-children
170,8,5,onerepublic_secrets
171,9,6,oasis_stop-crying-your-heart-out
172,6,2,elvis-presley_oh-happy-day
173,11,6,u2_stuck-in-a-moment-you-cant-get-out-of
174,8,5,alter-bridge_watch-over-you
175,9,4,the-fray_over-my-head-cable-car
176,8,4,mother-mother_ghosting
177,8,5,kelly-clarkson_since-u-been-gone
178,7,4,james-blunt_1973
179,6,4,arctic-monkeys_baby-im-yours
180,9,6,modest-mouse_float-on
181,10,7,jonas-brothers_lovebug
182,8,4,travis_sing
183,10,7,creed_one-last-breath
184,7,5,oasis_songbird
185,7,4,empire-of-the-sun_we-are-the-people
186,12,6,taylor-swift_breathe
187,7,5,fuel_hemorrhage-in-my-hands
188,6,3,florence-the-machine_youve-got-the-love
189,6,3,the-fray_look-after-you
190,7,4,green-day_last-night-on-earth
191,5,4,radiohead_nude
192,10,6,muse_hysteria
193,6,3,sunrise-avenue_fairytale-gone-bad
194,8,5,casting-crowns_praise-you-in-this-storm
