song_name,total_chords,chords_in_key_sig,chords_not_in_key_sig,num_unique_chords,most_frequent_chords,tonic,tonic_frequency
harry-styles_golden,57,57,0,4,V,G,0
tamino_habibi,56,39,17,5,ii,F,11
tyler-childers_white-house-road,58,58,0,3,IV,C,19
zac-brown-band_colder-weather,114,95,19,5,I,Ab,49
the-oh-hellos_soldier-poet-king,77,77,0,4,"I,V",G#,25
alex-turner_piledriver-waltz,46,37,9,6,IV,C#,6
morgan-wallen_whiskey-glasses,50,50,0,4,"V,vi",Gb,8
danny-vera_roller-coaster,52,52,0,5,ii,A,11
carly-rae-jepsen_call-me-maybe,70,70,0,4,V,G,14
christina-perri_human,84,84,0,4,"V,IV",G#,23
the-oh-hellos_hello-my-old-heart,90,90,0,5,IV,C,25
billie-eilish_my-boy,62,47,15,6,V,Bm,12
phil-wickham_this-is-amazing-grace,51,51,0,4,IV,Bb,10
panic-at-the-disco_high-hopes,93,83,10,7,I,F,26
imagine-dragons_bad-liar,61,61,0,5,IV,Eb,16
lana-del-rey_happiness-is-a-butterfly,77,65,12,6,vi,D,10
dan-shay_10000-hours,94,94,0,4,I,Bb,42
one-direction_history,63,57,6,7,IV,Gb,14
katie-melua_wonderful-life,122,122,0,5,"vi,V",A,31
declan-mckenna_brazil,171,171,0,4,V,E,39
john-mayer_new-light,96,94,2,6,IV,G,18
gregory-alan-isakov_san-luis,55,3,52,5,"bVII,bIII",C,0
all-sons-daughters_great-are-you-lord,20,20,0,4,vi,A,2
taylor-swift_speak-now,97,97,0,4,V,G,19
shawn-mendes_imagination,63,60,3,7,VI,Am,5
chris-stapleton_whiskey-and-you,53,53,0,4,I,D,19
michael-kiwanuka_cold-little-heart,68,53,15,8,VII,Gm,11
of-monsters-and-men_dirty-paws,71,71,0,3,I,D#,31
ragnbone-man_human,57,57,0,5,vi,D,1
ricky-montgomery_this-december,82,82,0,4,V,A,21
alex-turner_stuck-on-the-puzzle,80,69,11,6,V,E,20
imagine-dragons_thunder,25,25,0,6,vi,C,4
matt-maher_lord-i-need-you,88,88,0,4,I,A#,36
taylor-swift_getaway-car,69,53,16,8,V,C,6
briston-maroney_freakin-out-on-the-interstate,61,49,12,9,V,E,1
beabadoobee_tired,11,9,2,4,V,D#,3
bethel-music_no-longer-slaves,144,0,144,5,#VI,G,0
hillsong-live_i-surrender,42,42,0,5,"III,VII",Dm,8
lykke-li_i-follow-rivers,51,51,0,4,"vi,ii",C,10
taylor-swift_last-kiss,55,55,0,4,IV,A#,12
taylor-swift_delicate,60,60,0,6,vi,C,10
mitski_me-and-my-husband,66,42,24,7,I,Ab,19
dropkick-murphys_rose-tattoo,81,81,0,5,VII,Am,19
taylor-swift_come-back-be-here,58,58,0,4,vi,E,8
the-vamps_somebody-to-you,74,74,0,4,I,D#,26
taylor-swift_sad-beautiful-tragic,87,87,0,4,ii,G,22
demi-lovato_stone-cold,89,0,89,7,bII,C,0
chris-stapleton_fire-away,96,96,0,5,V,A,21
bruno-major_easily,22,20,2,4,"V,I",F,8
rex-orange-county_loving-is-easy,54,52,2,6,iii,Eb,5
taylor-swift_new-years-day,145,145,0,5,vi,C,40
xxxtentacion_changes,22,0,22,3,bvi,C,0
billie-eilish_come-out-and-play,96,94,2,7,iii,C,24
blake-shelton_gods-country,38,24,14,3,"III,IV",Cm,10
billy-strings_dust-in-a-baggie,109,109,0,3,I,G,65
james-arthur_can-i-be-him,69,21,48,5,VI,A,0
ariana-grande_dangerous-woman,39,39,0,3,I,G,21
john-mark-mcmillan_king-of-my-heart,122,0,122,4,#V,G,0
hozier_from-eden,259,259,0,6,I,C,75
kanye-west_runaway,59,59,0,4,V,E,5
avicii_without-you,98,98,0,4,V,D,28
sidewalk-prophets_what-a-glorious-night,67,67,0,4,"I,IV",C,21
5-seconds-of-summer_youngblood,97,97,0,4,VII,Gm,17
pink-sweat_honesty,96,76,20,4,"V,iii",A,0
arcade-fire_the-suburbs,134,97,37,5,"ii,VI",A,22
pentatonix_hallelujah,97,93,4,5,vi,A#,23
daniela-andrade_christmas-time-is-here,43,43,0,6,vi,A,9
ed-sheeran_i-dont-care,75,75,0,4,vi,G,20
riley-green_i-wish-grandpas-never-died,58,58,0,4,IV,F#,6
taylor-swift_daylight,84,84,0,4,ii,C,20
taylor-swift_paper-rings,65,48,17,6,V,D,14
panic-at-the-disco_death-of-a-bachelor,82,64,18,8,III,Am,15
ellie-goulding_how-long-will-i-love-you,45,45,0,5,IV,C,9
arctic-monkeys_snap-out-of-it,45,39,6,6,"vi,I",G#,12
train_drive-by,97,95,2,7,V,E,22
elle-king_exs-and-ohs,119,69,50,7,vi,G,7
portugal-the-man_feel-it-still,35,35,0,4,iv,C#m,6
daniela-andrade_have-yourself-a-merry-little-christmas,57,1,56,9,bvi,C,0
boygenius_souvenir,89,89,0,4,"ii,vi",A,20
billie-eilish_xanny,48,40,8,8,V,A,11
red-hot-chili-peppers_dark-necessities,54,51,3,6,iii,Ab,16
