,total_num_sections,num_unique_sections,Song
79,9,5,roxy-music_avalon
80,7,4,talking-heads_and-she-was
81,2,2,the-alan-parsons-project_old-and-wise
82,6,4,the-bangles_eternal-flame
83,7,4,whitney-houston_how-will-i-know
84,4,3,wolfgang-petry_wahnsinn
85,10,6,grover-washington-jr-_just-the-two-of-us
86,5,2,leonard-cohen_hallelujah
87,10,4,pogues_fairytale-of-new-york
88,8,5,shakin-stevens_merry-christmas-everyone
89,9,5,bruce-springsteen_santa-claus-is-coming-to-town
90,9,5,abba_slipping-through-my-fingers
91,10,5,howard-blake_walking-in-the-air
92,8,4,bobby-mcferrin_dont-worry-be-happy
93,8,5,morrissey_everyday-is-like-sunday
94,1,1,the-smiths_panic
95,9,6,michael-jackson_man-in-the-mirror
96,9,3,john-lennon_woman
97,10,5,queen_another-one-bites-the-dust
98,7,4,george-strait_amarillo-by-morning
99,6,3,usa-for-africa_we-are-the-world
100,1,1,the-judds_beautiful-star-of-bethlehem
101,6,4,alabama_christmas-in-dixie
102,7,4,europe_the-final-countdown
103,6,4,randy-travis_forever-and-ever-amen
104,9,6,elton-john_sacrifice
105,9,5,frankie-goes-to-hollywood_the-power-of-love
106,14,7,michael-jackson_billie-jean
107,11,5,pixies_here-comes-your-man
108,7,3,bruce-springsteen_atlantic-city
109,6,4,foreigner_i-want-to-know-what-love-is
110,12,6,traveling-wilburys_handle-with-care
111,8,4,the-cure_lovesong
112,13,5,the-smiths_heaven-knows-im-miserable-now
113,4,2,pogues_dirty-old-town
114,8,4,whitney-houston_i-wanna-dance-with-somebody-who-loves-me
115,6,3,alphaville_forever-young
116,12,5,neil-young_rockin-in-the-free-world
117,4,2,michael-jackson_beat-it
118,7,3,eric-clapton_knocking-on-heavens-door
119,12,8,metallica_fade-to-black
120,10,5,the-clash_should-i-stay-or-should-i-go
121,9,5,kenny-rogers_islands-in-the-stream
122,10,5,the-church_under-the-milky-way
123,9,4,dire-straits_brothers-in-arms
124,8,1,raffi_wheels-on-the-bus
125,9,6,alannah-myles_black-velvet
126,8,5,dan-fogelberg_leader-of-the-band
127,8,4,the-outfield_your-love
128,8,5,joy-division_love-will-tear-us-apart
129,5,3,garth-brooks_if-tomorrow-never-comes
130,9,5,leonard-cohen_dance-me-to-the-end-of-love
131,6,4,garth-brooks_the-dance
132,8,5,billy-idol_white-wedding
133,9,4,nena_99-luftballons
134,8,5,patti-smith_because-the-night
135,7,4,u2_where-the-streets-have-no-name
136,11,6,billy-joel_uptown-girl
137,10,4,black-uk_wonderful-life
138,12,7,u2_all-i-want-is-you
139,7,4,soft-cell_tainted-love
140,9,4,willie-nelson_pancho-and-lefty
141,9,5,bon-jovi_you-give-love-a-bad-name
142,18,5,fleetwood-mac_gypsy
143,10,5,george-michael_faith
144,10,5,the-beatles_real-love
145,7,3,ozzy-osbourne_crazy-train
146,8,3,dire-straits_money-for-nothing
147,7,4,reo-speedwagon_cant-fight-this-feeling
148,11,7,roxette_listen-to-your-heart
149,9,5,abba_happy-new-year
150,11,4,cyndi-lauper_girls-just-want-to-have-fun
151,8,5,tina-turner_the-best
152,9,4,bob-marley_could-you-be-loved
153,8,5,u2_sunday-bloody-sunday
154,11,7,queen_radio-ga-ga
155,10,6,john-mellencamp_hurts-so-good
156,8,4,elton-john_i-guess-thats-why-they-call-it-the-blues
157,9,5,inxs_never-tear-us-apart
158,7,4,roxette_it-must-have-been-love
159,7,3,alabama_dixieland-delight
160,9,5,whitesnake_here-i-go-again
161,9,5,madonna_la-isla-bonita
162,7,5,bonnie-tyler_holding-out-for-a-hero
163,8,4,hank-williams-jr-_a-country-boy-can-survive
164,11,1,vesa-matti-loiri_tonttu
165,6,4,john-lennon_just-like-starting-over
166,8,4,don-henley_the-boys-of-summer
167,5,3,kim-carnes_bette-davis-eyes
168,11,7,bon-jovi_ill-be-there-for-you
169,9,7,rick-springfield_jessies-girl
170,5,3,the-alan-parsons-project_eye-in-the-sky
171,5,2,waylon-jennings_luckenbach-texas
172,10,4,gipsy-kings_volare
173,6,2,bruce-springsteen_born-in-the-usa
174,14,4,the-jam_thats-entertainment
175,9,6,cutting-crew_i-just-died-in-your-arms
176,10,5,dexys-midnight-runners_come-on-eileen
177,7,3,george-benson_nothings-gonna-change-my-love-for-you
178,7,3,queen_i-want-it-all
179,6,3,madonna_like-a-prayer
180,6,4,cyndi-lauper_true-colors
181,5,4,bing-crosby_peace-on-earth-little-drummer-boy
182,7,3,yazoo_only-you
183,7,3,the-waterboys_fishermans-blues
184,7,4,the-stranglers_golden-brown
185,11,5,phil-collins_another-day-in-paradise
186,8,5,indigo-girls_closer-to-fine
187,10,4,george-harrison_got-my-mind-set-on-you
188,10,5,michael-jackson_human-nature
189,7,4,john-lennon_watching-the-wheels
190,8,6,david-bowie_ashes-to-ashes
191,8,4,billy-idol_eyes-without-a-face
192,5,3,dolly-parton_9-to-5
193,7,4,janes-addiction_jane-says
194,6,4,keith-whitley_when-you-say-nothing-at-all
195,9,6,queen_too-much-love-will-kill-you
196,7,5,keith-whitley_dont-close-your-eyes
197,13,4,stevie-nicks_edge-of-seventeen
198,9,4,fleetwood-mac_everywhere
199,11,6,michael-jackson_the-way-you-make-me-feel
200,10,4,rufus-chaka-khan_aint-nobody
201,7,5,the-smiths_this-charming-man
202,9,5,david-bowie_lets-dance
203,9,5,gipsy-kings_bamboleo
204,9,6,steve-earle_copperhead-road
205,9,5,r-e-m-_the-one-i-love
206,6,4,duran-duran_hungry-like-the-wolf
207,4,2,sade_smooth-operator
208,7,4,guns-n-roses_paradise-city
209,9,5,van-halen_jump
210,3,3,michael-jackson_smooth-criminal
211,5,4,the-smiths_bigmouth-strikes-again
212,7,3,stevie-ray-vaughan-double-trouble_pride-and-joy
213,7,4,freddie-mercury_love-me-like-theres-no-tomorrow
214,13,6,kate-bush_running-up-that-hill
215,5,3,the-cure_a-forest
216,14,7,john-mellencamp_jack-and-diane
217,10,4,billy-joel_the-longest-time
218,2,2,tears-for-fears_everybody-wants-to-rule-the-world
219,13,5,the-waitresses_christmas-wrapping
220,2,1,daniel-johnston_true-love-will-find-you-in-the-end
221,8,4,crowded-house_better-be-home-soon
222,9,5,twisted-sister_were-not-gonna-take-it
223,6,3,katrina-and-the-waves_walking-on-sunshine
224,5,3,kenny-loggins_footloose
225,9,6,bryan-adams_run-to-you
226,10,4,the-cure_pictures-of-you
227,6,4,tears-for-fears_head-over-heels
228,12,3,dan-fogelberg_same-old-lang-syne
229,12,6,bob-marley_buffalo-soldier
230,2,2,john-prine_speed-of-the-sound-of-loneliness
231,6,4,pink-floyd_on-the-turning-away
232,8,4,zz-top_sharp-dressed-man
233,4,3,cat-stevens_if-you-want-to-sing-out-sing-out
234,9,7,heart_alone
235,7,4,the-human-league_dont-you-want-me
236,11,7,gin-blossoms_hey-jealousy
237,6,4,the-ronettes_sleigh-ride
238,9,4,leonard-cohen_everybody-knows
239,7,3,scorpions_send-me-an-angel
240,8,4,paul-simon_you-can-call-me-al
241,12,6,abba_lay-all-your-love-on-me
242,4,2,journey_open-arms
243,8,4,prince_kiss
244,8,5,tina-turner_whats-love-got-to-do-with-it
245,5,3,keith-whitley_im-over-you
246,9,5,tom-petty_runnin-down-a-dream
247,13,6,metallica_one
248,3,2,george-strait_you-look-so-good-in-love
249,10,4,john-lennon_beautiful-boy-darling-boy
250,9,6,tom-petty-and-the-heartbreakers_the-waiting
251,5,2,grateful-dead_althea
252,11,3,tears-for-fears_shout
253,8,4,billy-idol_rebel-yell
254,6,3,huey-lewis-the-news_the-power-of-love
255,7,2,gary-valenciano_pasko-na-sinta-ko
256,17,6,mecano_hijo-de-la-luna
257,13,5,kool-the-gang_celebration
258,9,5,amy-grant_tennessee-christmas
259,6,3,eagles_seven-bridges-road
260,9,2,stan-rogers_northwest-passage
261,8,5,toto_rosanna
262,6,3,eric-clapton_old-love
263,12,5,suzanne-vega_luka
264,12,6,dire-straits_walk-of-life
265,8,4,echo-the-bunnymen_the-killing-moon
266,6,3,hall-oates_out-of-touch
267,6,3,whitney-houston_saving-all-my-love-for-you
268,5,2,tears-for-fears_mad-world
269,9,5,renaud_mistral-gagnant
270,11,10,pink-floyd_shine-on-you-crazy-diamond
271,7,4,cold-chisel_flame-trees
272,7,5,chris-de-burgh_lady-in-red
273,7,4,u2_running-to-stand-still
274,8,5,david-bowie_modern-love
275,11,7,cinderella_dont-know-what-you-got-till-its-gone
276,9,6,chris-rea_the-road-to-hell
277,6,2,the-smiths_how-soon-is-now
278,12,8,the-smiths_asleep
279,6,3,hall-oates_you-make-my-dreams
280,4,2,the-beach-boys_kokomo
281,9,7,prince_when-doves-cry
282,7,4,toto-cutugno_litaliano
283,5,3,foreigner_waiting-for-a-girl-like-you
284,10,6,the-pretenders_back-on-the-chain-gang
285,10,6,stephen-bishop_it-might-be-you
286,8,4,dire-straits_so-far-away
287,7,4,kenny-rogers_weve-got-tonight
288,6,3,prince_raspberry-beret
289,6,4,queen_save-me
290,5,2,ub40_red-red-wine
291,5,3,stevie-nicks_leather-and-lace
292,8,4,james-taylor_how-sweet-it-is
293,4,3,reo-speedwagon_take-it-on-the-run
294,5,3,the-judds_grandpa-tell-me-bout-the-good-old-days
295,7,5,spandau-ballet_true
296,7,3,men-at-work_overkill
297,8,4,erasure_a-little-respect
298,6,3,the-cure_in-between-days
299,8,5,wham_wake-me-up-before-you-go-go
300,7,3,guns-n-roses_used-to-love-her
301,1,1,bronski-beat_smalltown-boy
302,8,5,ramones_merry-christmas-i-dont-want-to-fight-tonight
303,5,3,billy-bragg_a-new-england
304,3,3,the-blues-brothers_sweet-home-chicago
305,2,2,harry-nilsson_everybodys-talking
306,8,4,modern-english_i-melt-with-you
307,14,9,apo-hiking-society_when-i-met-you
308,12,8,boston_amanda
309,29,9,billy-joel_movin-out
310,5,3,hunters-collectors_throw-your-arms-around-me
311,9,5,acdc_hells-bells
312,5,3,u2_new-years-day
313,5,3,randy-travis_deeper-than-the-holler
314,7,3,bruce-springsteen_glory-days
315,7,4,white-lion_when-the-children-cry
316,13,8,michael-jackson_thriller
317,8,3,berlin_take-my-breath-away
318,5,3,stevie-wonder_lately
319,9,5,juice-newton_angel-of-the-morning
320,8,5,whitney-houston_greatest-love-of-all
321,5,3,paul-kelly-and-the-coloured-girls_to-her-door
322,8,5,journey_separate-ways
323,8,4,van-morrison_star-of-the-county-down
324,9,6,michael-martin-murphey_maybe-this-time
325,6,4,the-cure_lullaby
326,5,3,phil-collins_a-groovy-kind-of-love
327,7,4,queen_who-wants-to-live-forever
328,8,3,bruce-springsteen_my-hometown
329,1,1,morrissey_suedehead
330,6,3,r-e-m-_its-the-end-of-the-world-as-we-know-it-and-i-feel-fine
331,12,6,billy-joel_its-still-rock-and-roll-to-me
332,7,4,air-supply_all-out-of-love
333,7,5,the-blues-brothers_everybody-needs-somebody-to-love
334,5,3,the-pretenders_brass-in-pocket
335,10,6,tiffany_i-think-were-alone-now
336,11,6,michael-sembello_maniac
337,4,2,randy-travis_i-told-you-so
338,4,2,bon-jovi_runaway
339,7,5,ub40_kingston-town
340,9,6,talking-heads_this-must-be-the-place-naive-melody
341,7,3,the-cars_drive
342,9,7,metallica_for-whom-the-bell-tolls
343,6,3,queen_a-kind-of-magic
344,7,3,john-mellencamp_small-town
345,5,3,scorpions_rock-you-like-a-hurricane
346,6,1,pogues_the-irish-rover
347,8,4,depeche-mode_personal-jesus
348,7,4,dio_holy-diver
349,6,3,crosby-stills-nash_southern-cross
350,7,5,john-hiatt_have-a-little-faith-in-me
351,11,6,alphaville_big-in-japan
352,4,2,nena_irgendwie-irgendwo-irgendwann
353,7,2,raffi_baby-beluga
354,4,3,david-bowie_as-the-world-falls-down
355,13,8,u2_bad
356,5,2,eric-clapton_before-you-accuse-me
357,7,4,the-bangles_manic-monday
358,9,4,paul-mccartney_uncle-albert-admiral-halsey
359,8,5,george-strait_all-my-exs-live-in-texas
360,8,5,the-police_every-little-thing-she-does-is-magic
361,5,2,bette-midler_wind-beneath-my-wings
362,9,5,modern-talking_cheri-cheri-lady
363,14,7,billy-idol_dancing-with-myself
364,12,6,tom-waits_downtown-train
365,10,6,simply-red_holding-back-the-years
366,10,6,pat-benatar_hit-me-with-your-best-shot
367,11,5,rockwell_somebodys-watching-me
368,5,3,bob-seger-the-silver-bullet-band_fire-lake
369,4,2,rainhard-fendrich_i-am-from-austria
370,6,2,guns-n-roses_one-in-a-million
371,11,4,phil-collins_you-cant-hurry-love
372,6,4,nacha-pop_lucha-de-gigantes
373,12,7,metallica_master-of-puppets
374,9,5,don-williams_i-believe-in-you
375,13,3,bob-dylan_jokerman
376,10,6,the-hooters_johnny-b
377,8,5,the-proclaimers_sunshine-on-leith
378,6,4,kenny-rogers_lady
379,11,5,talk-talk_its-my-life
380,15,9,dead-or-alive_you-spin-me-round-like-a-record
381,9,5,survivor_the-search-is-over
382,4,3,hall-oates_maneater
383,7,4,paul-simon_graceland
384,6,3,whitney-houston_one-moment-in-time
385,12,7,duran-duran_rio
386,8,7,tesla_love-song
387,9,5,joe-cocker_up-where-we-belong
388,6,3,michael-bolton_how-am-i-supposed-to-live-without-you
389,7,3,pat-benatar_we-belong
390,8,6,men-at-work_who-can-it-be-now
391,7,4,simply-red_if-you-dont-know-me-by-now
392,9,6,kinderen-voor-kinderen_niets-is-cooler-dan-kerstmis
393,9,5,paul-kelly-and-the-coloured-girls_dumb-things
394,2,1,bob-seger-the-silver-bullet-band_like-a-rock
395,10,4,guns-n-roses_welcome-to-the-jungle
396,7,4,australian-crawl_reckless
397,7,3,bruce-springsteen_jersey-girl
398,7,4,the-cure_close-to-me
399,11,6,the-smiths_stop-me-if-you-think-youve-heard-this-one-before
400,7,3,acdc_shoot-to-thrill
401,5,3,randy-travis_pretty-paper
402,11,6,the-rolling-stones_start-me-up
403,8,4,eric-clapton_running-on-faith
404,4,3,depeche-mode_somebody
405,9,5,billy-joel_you-may-be-right
406,8,4,pete-townshend_let-my-love-open-the-door
407,8,3,tom-waits_time
408,8,2,peter-gabriel_in-your-eyes
409,7,6,cold-chisel_when-the-war-is-over
410,9,6,cheap-trick_the-flame
411,9,6,hall-oates_i-cant-go-for-that-no-can-do
412,7,4,hank-williams-jr-_dinosaur
413,8,5,edie-brickell-new-bohemians_what-i-am
414,8,4,graham-kendrick_shine-jesus-shine
