,total_num_sections,num_unique_sections,Song
0,15,5,wham_last-christmas
1,8,4,a-ha_take-on-me
2,9,6,acdc_back-in-black
3,7,4,acdc_you-shook-me-all-night-long
4,10,7,bon-jovi_livin-on-a-prayer
5,7,4,bon-jovi_wanted-dead-or-alive
6,6,4,bonnie-tyler_total-eclipse-of-the-heart
7,9,5,bruce-springsteen_dancing-in-the-dark
8,10,6,bruce-springsteen_the-river
9,9,6,bryan-adams_heaven
10,12,6,bryan-adams_summer-of-69
11,7,3,chris-isaak_wicked-game
12,9,5,crowded-house_dont-dream-its-over
13,2,2,cyndi-lauper_time-after-time
14,12,5,dire-straits_romeo-and-juliet
15,7,5,elton-john_can-you-feel-the-love-tonight
16,7,5,elton-john_im-still-standing
17,10,5,eurythmics_sweet-dreams-are-made-of-this
18,6,2,guns-n-roses_dont-cry
19,8,5,guns-n-roses_patience
20,11,6,guns-n-roses_sweet-child-o-mine
21,16,7,iggy-pop_the-passenger
22,6,4,journey_dont-stop-believin
23,6,3,men-at-work_down-under
24,6,4,phil-collins_against-all-odds
25,6,3,phil-collins_in-the-air-tonight
26,4,2,pixies_hey
27,9,5,pixies_where-is-my-mind
28,10,6,poison_every-rose-has-its-thorn
29,8,4,prince_purple-rain
30,7,5,queen_i-want-to-break-free
31,12,4,queen_under-pressure
32,12,7,richard-marx_right-here-waiting
33,9,7,simple-minds_dont-you-forget-about-me
34,8,4,sting_englishman-in-new-york
35,8,4,survivor_eye-of-the-tiger
36,8,4,the-cure_just-like-heaven
37,7,5,the-police_every-breath-you-take
38,7,3,the-proclaimers_im-gonna-be-500-miles
39,5,3,the-smiths_please-please-please-let-me-get-what-i-want
40,10,5,the-smiths_there-is-a-light-that-never-goes-out
41,9,4,tom-petty_free-fallin
42,9,4,tom-petty_i-wont-back-down
43,9,7,toto_africa
44,7,4,tracy-chapman_baby-can-i-hold-you
45,21,5,tracy-chapman_fast-car
46,9,4,traveling-wilburys_end-of-the-line
47,9,5,u2_i-still-havent-found-what-im-looking-for
48,13,7,u2_with-or-without-you
49,12,5,violent-femmes_blister-in-the-sun
50,11,6,abba_gimme-gimme-gimme
51,6,4,air-supply_here-i-am
52,8,4,alain-souchon_la-ballade-de-jim
53,8,5,amy-grant_el-shaddai
54,6,3,celine-dion_how-does-a-moment-last-forever
55,9,6,chaka-khan_through-the-fire
56,7,4,culture-club_karma-chameleon
57,3,2,francis-cabrel_sarbacane
58,8,4,george-michael_careless-whisper
59,5,4,hombres-g_devuelveme-a-mi-chica
60,6,2,jean-jacques-goldman_comme-toi
61,6,4,jean-jacques-goldman_je-te-donne
62,6,4,jeanette_el-muchacho-de-los-ojos-tristes
63,7,4,john-farnham_youre-the-voice
64,7,4,kari-tapio_olen-suomalainen
65,13,8,kate-bush_babooshka
66,8,6,laura-branigan_self-control
67,6,4,leonard-cohen_im-your-man
68,9,3,marc-lavoine_elle-a-les-yeux-revolver
69,7,4,mike-oldfield_moonlight-shadow
70,7,5,modern-talking_youre-my-heart-youre-my-soul
71,6,4,nik-kershaw_wouldnt-it-be-good
72,5,3,patrick-swayze_shes-like-the-wind
73,7,2,paul-mccartney_mull-of-kintyre
74,6,3,paul-mccartney_say-say-say
75,6,3,paul-young_every-time-you-go-away
76,6,5,prince_little-red-corvette
77,7,4,rod-stewart_forever-young
78,8,5,roxette_the-look
