,total_num_sections,num_unique_sections,Song
93,12,6,oasis_dont-look-back-in-anger
94,7,5,oasis_half-the-world-away
95,9,5,oasis_live-forever
96,7,5,oasis_shes-electric
97,5,5,oasis_slide-away
98,7,7,oasis_some-might-say
99,6,4,oasis_supersonic
100,7,5,oasis_talk-tonight
101,13,7,oasis_whatever
102,9,5,oasis_wonderwall
103,9,5,ozzy-osbourne_mama-im-coming-home
104,7,5,parokya-ni-edgar_harana
105,5,2,pearl-jam_black
106,7,4,pearl-jam_elderly-woman-behind-the-counter-in-a-small-town
107,6,3,pearl-jam_last-kiss
108,4,3,pearl-jam_yellow-ledbetter
109,8,5,phil-collins_youll-be-in-my-heart
110,12,5,pulp_common-people
111,8,3,r-e-m-_everybody-hurts
112,12,8,r-e-m-_losing-my-religion
113,10,5,r-e-m-_man-on-the-moon
114,8,4,r-e-m-_shiny-happy-people
115,7,4,radiohead_creep
116,6,5,radiohead_exit-music-for-a-film
117,8,3,radiohead_fake-plastic-trees
118,8,5,radiohead_high-and-dry
119,9,6,radiohead_just
120,9,6,radiohead_karma-police
121,9,5,radiohead_let-down
122,6,3,radiohead_lucky
123,9,6,radiohead_no-surprises
124,5,3,radiohead_paranoid-android
125,19,6,red-hot-chili-peppers_californication
126,12,6,red-hot-chili-peppers_otherside
127,15,5,red-hot-chili-peppers_scar-tissue
128,8,6,red-hot-chili-peppers_under-the-bridge
129,10,6,rivermaya_214
130,8,4,rivermaya_kisapmata
131,9,5,robbie-williams_shes-the-one
132,12,6,rusted-root_send-me-on-my-way
133,11,7,scorpions_wind-of-change
134,10,7,semisonic_closing-time
135,9,3,sheryl-crow_if-it-makes-you-happy
136,13,7,sister-hazel_all-for-you
137,9,6,sixpence-none-the-richer_kiss-me
138,6,2,smash-mouth_all-star
139,3,3,sonicflood_i-could-sing-of-your-love-forever
140,3,3,sonicflood_open-the-eyes-of-my-heart
141,7,4,soundgarden_black-hole-sun
142,7,2,sting_fields-of-gold
143,5,3,sting_shape-of-my-heart
144,9,6,stone-temple-pilots_creep
145,11,6,stone-temple-pilots_interstate-love-song
146,7,5,sublime_badfish
147,6,3,sublime_santeria
148,9,6,sublime_what-i-got
149,10,6,tenacious-d_tribute
150,11,6,the-black-crowes_she-talks-to-angels
151,4,3,the-cardigans_lovefool
152,9,5,the-connells_74-75
153,5,4,the-cranberries_dreams
154,8,5,the-cranberries_ode-to-my-family
155,7,5,the-cranberries_zombie
156,12,7,the-cure_friday-im-in-love
157,7,3,the-dubliners_the-fields-of-athenry
158,11,5,the-las_there-she-goes
159,11,5,the-offspring_self-esteem
160,4,2,the-offspring_the-kids-arent-alright
161,10,5,the-pretenders_ill-stand-by-you
162,11,6,the-smashing-pumpkins_1979
163,6,4,the-smashing-pumpkins_disarm
164,8,5,the-smashing-pumpkins_today
165,9,6,the-smashing-pumpkins_tonight-tonight
166,1,1,the-tragically-hip_bobcaygeon
167,8,4,the-verve_bitter-sweet-symphony
168,13,6,the-verve_lucky-man
169,11,4,the-verve_the-drugs-dont-work
170,15,7,the-wallflowers_one-headlight
171,10,7,third-eye-blind_hows-it-going-to-be
172,8,4,third-eye-blind_jumper
173,14,7,third-eye-blind_semi-charmed-life
174,8,4,tom-petty_you-dont-know-how-it-feels
175,13,6,tom-petty-and-the-heartbreakers_learning-to-fly
176,9,4,tom-petty-and-the-heartbreakers_mary-janes-last-dance
177,12,4,tonic_if-you-could-only-see
178,9,5,u2_one
179,10,6,weezer_buddy-holly
180,12,7,weezer_say-it-aint-so
181,7,4,weezer_undone-the-sweater-song
182,10,6,alain-souchon_foule-sentimentale
183,8,4,backstreet-boys_i-want-it-that-way
184,4,2,bonnie-raitt_something-to-talk-about
185,9,5,britney-spears_baby-one-more-time
186,6,3,celine-dion_all-by-myself
187,7,4,celine-dion_beauty-and-the-beast
188,8,4,celine-dion_because-you-loved-me
189,8,5,celine-dion_my-heart-will-go-on
190,7,3,celine-dion_pour-que-tu-maimes-encore
191,7,5,celine-dion_the-prayer
192,7,4,cher_believe
193,6,3,christina-aguilera_reflection
194,10,4,destinys-child_say-my-name
195,5,2,dido_thank-you
196,11,6,francis-cabrel_la-corrida
197,8,5,guus-meeuwis-vagant_het-is-een-nacht-levensecht
198,1,1,haddaway_what-is-love
199,5,4,hanson_mmmbop
200,7,2,henry-valentino_im-wagen-vor-mir
201,4,2,luis-miguel_historia-de-un-amor
202,9,5,mariah-carey_all-i-want-for-christmas-is-you
203,7,3,mariah-carey_when-you-believe
204,14,8,michael-jackson_heal-the-world
205,4,2,michael-jackson_you-are-not-alone
206,10,5,phil-collins_son-of-man
207,4,2,robbie-williams_angels
208,6,5,rod-stewart_have-i-told-you-lately
209,8,4,ronan-keating_when-you-say-nothing-at-all
210,8,5,savage-garden_i-knew-i-loved-you
211,8,4,savage-garden_truly-madly-deeply
212,9,3,spice-girls_wannabe
213,6,4,sting_its-probably-me
214,8,5,take-that_back-for-good
215,6,4,the-corrs_runaway
216,5,3,tlc_no-scrubs
217,6,3,toni-braxton_un-break-my-heart
218,10,6,u2_stay-faraway-so-close
219,8,4,van-morrison_days-like-this
220,5,3,westlife_more-than-words
221,8,4,wet-wet-wet_love-is-all-around
222,8,5,whitney-houston_i-have-nothing
223,8,4,whitney-houston_i-will-always-love-you
224,6,2,fugees_killing-me-softly
225,5,3,randy-newman_youve-got-a-friend-in-me
226,4,2,elliott-smith_between-the-bars
227,7,4,shania-twain_youre-still-the-one
228,9,4,barenaked-ladies_god-rest-ye-merry-gentlemen
229,10,6,seal_kiss-from-a-rose
230,3,2,the-wiggles_jingle-bells
231,9,6,metallica_the-unforgiven
232,8,4,garth-brooks_friends-in-low-places
233,9,4,elliott-smith_say-yes
234,9,5,brooks-dunn_neon-moon
235,1,1,the-highwaymen_highwayman
236,7,5,depeche-mode_enjoy-the-silence
237,7,3,hillsong-worship_king-of-kings
238,11,6,soul-asylum_runaway-train
239,10,5,eva-cassidy_fields-of-gold
240,8,4,coolio_gangstas-paradise
241,10,6,metallica_enter-sandman
242,7,4,dolly-parton_hard-candy-christmas
243,7,4,bob-dylan_mama-you-been-on-my-mind
244,7,4,paul-kelly_how-to-make-gravy
245,8,3,billy-ray-cyrus_achy-breaky-heart
246,9,5,red-hot-chili-peppers_soul-to-squeeze
247,6,3,matt-redman_the-heart-of-worship
248,5,3,fiona-apple_paper-bag
249,7,4,dumdum-boys_stjernesludd
250,5,3,vanessa-williams_colors-of-the-wind
251,7,5,coldplay_dont-panic
252,5,3,john-prine_in-spite-of-ourselves
253,8,5,hillsong-worship_o-holy-night
254,7,5,nirvana_oh-me
255,7,6,blackstreet_no-diggity
256,1,1,pavement_harness-your-hopes
257,7,3,garth-brooks_the-thunder-rolls
258,4,3,lenny-kravitz_fly-away
259,11,7,acdc_thunderstruck
260,7,2,my-bloody-valentine_when-you-sleep
261,8,5,tom-petty-and-the-heartbreakers_christmas-all-over-again
262,11,7,jewel_you-were-meant-for-me
263,6,4,tom-petty-and-the-heartbreakers_into-the-great-wide-open
264,3,1,stuart-townend_how-deep-the-fathers-love-for-us
265,3,2,fugazi_im-so-tired
266,8,5,alamid_your-love
267,4,2,elliott-smith_angeles
268,10,6,blink-182_whats-my-age-again
269,12,5,the-band_atlantic-city
270,9,4,alanis-morissette_head-over-feet
271,12,7,jamiroquai_virtual-insanity
272,8,7,bryan-adams_please-forgive-me
273,14,6,dr-dre_still-dre
274,9,5,alan-jackson_theres-a-new-kid-in-town
275,9,3,tlc_waterfalls
276,12,7,tom-petty_you-wreck-me
277,8,6,mariah-carey_o-holy-night
278,9,3,iron-maiden_fear-of-the-dark
279,7,5,blur_song-2
280,2,2,vince-vance-the-valiants_all-i-want-for-christmas-is-you
281,9,3,ween_ocean-man
282,2,2,elliott-smith_needle-in-the-hay
283,8,5,pearl-jam_alive
284,4,3,ariel-rivera_sana-ngayong-pasko
285,7,6,blind-melon_change
286,7,4,kenny-wayne-shepherd_blue-on-black
287,9,6,red-hot-chili-peppers_my-friends
288,1,1,green-day_brain-stew
289,9,4,the-black-crowes_hard-to-handle
290,7,5,macy-gray_i-try
291,4,2,hillsong-worship_the-power-of-your-love
292,8,4,red-hot-chili-peppers_road-trippin
293,7,4,mercyme_i-can-only-imagine
294,9,4,everlast_what-its-like
295,8,6,pearl-jam_better-man
296,7,4,green-day_she
297,8,4,dixie-chicks_cowboy-take-me-away
298,8,5,the-verve_sonnet
299,6,2,the-kelly-family_an-angel
300,7,3,lucky-ali_o-sanam
301,6,3,deana-carter_strawberry-wine
302,12,8,metallica_mama-said
303,10,5,hole_violet
304,8,4,nirvana_lounge-act
305,8,5,bryan-adams_when-youre-gone
306,9,5,oasis_all-around-the-world
307,7,5,buena-vista-social-club_chan-chan
308,6,4,blind-guardian_the-bards-song-in-the-forest
309,6,4,the-cranberries_animal-instinct
310,4,3,pearl-jam_daughter
311,5,3,eva-cassidy_songbird
312,6,4,guns-n-roses_civil-war
313,6,4,jan-smit_o-dennenboom
314,5,2,red-hot-chili-peppers_breaking-the-girl
315,10,6,eraserheads_pare-ko
316,6,4,david-gray_this-years-love
317,10,6,blue-rodeo_hasnt-hit-me-yet
318,7,2,alain-bashung_la-nuit-je-mens
319,9,3,robbie-williams_let-me-entertain-you
320,9,6,def-leppard_two-steps-behind
321,11,7,spin-doctors_two-princes
322,9,3,placebo_every-you-every-me
323,9,6,travis-tritt_anymore
324,6,4,john-anderson_seminole-wind
325,8,4,creed_with-arms-wide-open
326,3,2,vince-gill_let-there-be-peace-on-earth
327,6,2,fernando-ortega_give-me-jesus
328,8,5,misfits_saturday-night
329,6,5,everclear_santa-monica
330,5,4,bruce-springsteen_streets-of-philadelphia
331,8,5,mariah-carey_santa-claus-is-comin-to-town
332,6,4,sarah-mclachlan_angel
333,5,2,mariah-carey_without-you
334,7,4,bloodhound-gang_fire-water-burn
335,6,3,r-kelly_i-believe-i-can-fly
336,8,4,ace-of-base_the-sign
337,6,2,ben-harper_burn-one-down
338,10,5,david-lee-murphy_dust-on-the-bottle
339,9,5,brooks-dunn_boot-scootin-boogie
340,6,4,neutral-milk-hotel_holland-1945
341,5,3,blues-traveler_hook
342,7,5,pearl-jam_nothingman
343,6,3,the-cranberries_just-my-imagination
344,5,3,marilyn-manson_sweet-dreams-are-made-of-this
345,2,2,eva-cassidy_over-the-rainbow
346,3,3,john-williams_home-alone-theme-somewhere-in-my-memory
347,7,4,tevin-campbell_can-we-talk
348,4,1,eve-6_inside-out
349,6,2,christy-moore_black-is-the-colour
350,7,3,harvey-danger_flagpole-sitta
351,7,5,urge-overkill_girl-youll-be-a-woman-soon
352,11,4,portishead_glory-box
353,8,6,weezer_pink-triangle
354,6,4,jeff-buckley_grace
355,8,5,michael-learns-to-rock_thats-why-you-go-away
356,7,3,nick-cave-the-bad-seeds_red-right-hand
357,7,3,shania-twain_from-this-moment-on
358,7,4,new-radicals_you-get-what-you-give
359,1,1,rick-price_heaven-knows
360,3,2,portishead_roads
361,8,5,silverchair_tomorrow
362,7,4,the-kelly-family_fell-in-love-with-an-alien
363,13,7,stone-temple-pilots_plush
364,8,3,massive-attack_teardrop
365,4,3,celine-dion_o-holy-night
366,7,5,garth-brooks_the-river
367,7,4,alice-in-chains_man-in-the-box
368,5,2,my-bloody-valentine_sometimes
369,7,2,mike-the-mechanics_over-my-shoulder
370,7,4,seal_crazy
371,12,4,blondie_maria
372,7,5,nsync_merry-christmas-happy-holidays
373,5,2,nirvana_plateau
374,4,2,hole_doll-parts
375,7,3,the-magnetic-fields_the-book-of-love
376,9,5,bruce-springsteen_the-ghost-of-tom-joad
377,9,5,the-wonders_that-thing-you-do
378,5,3,concrete-blonde_joey
379,8,5,oasis_hello
380,8,4,jewel_who-will-save-your-soul
381,14,6,mariah-carey_fantasy
382,11,7,john-mayer_no-such-thing
383,9,5,george-strait_check-yes-or-no
384,4,2,slowdive_alison
385,8,2,tom-waits_hold-on
386,2,2,belle-and-sebastian_get-me-away-from-here-im-dying
387,7,2,nick-cave-the-bad-seeds_where-the-wild-roses-grow
388,8,3,rednex_cotton-eye-joe
389,4,2,don-moen_i-offer-my-life
390,5,3,alan-jackson_livin-on-love
391,7,3,alison-krauss_when-you-say-nothing-at-all
392,12,6,radiohead_black-star
393,6,4,collective-soul_the-world-i-know
394,10,6,the-kelly-family_i-cant-help-myself
395,10,4,barenaked-ladies_brian-wilson
396,5,4,ub40_i-cant-help-falling-in-love-with-you
397,9,5,madonna_frozen
398,9,6,george-strait_write-this-down
399,8,4,blues-traveler_run-around
400,7,4,neil-young_unknown-legend
401,10,6,meredith-brooks_bitch
402,16,8,parokya-ni-edgar_halaga
403,10,5,the-tragically-hip_wheat-kings
404,5,5,wilco_how-to-fight-loneliness
405,3,2,don-moen_god-will-make-a-way
406,10,5,eraserheads_magasin
407,6,2,tal-bachman_shes-so-high
408,8,5,toby-keith_shouldve-been-a-cowboy
409,6,2,grant-lee-buffalo_fuzzy
410,6,4,crowded-house_fall-at-your-feet
411,7,6,crowded-house_weather-with-you
412,7,4,pearl-jam_even-flow
