,total_num_sections,num_unique_sections,Song
317,14,8,the-marshall-tucker-band_heard-it-in-a-love-song
318,5,4,nick-drake_pink-moon
319,8,5,michael-jackson_rock-with-you
320,13,6,leonard-cohen_memories
321,6,3,supertramp_breakfast-in-america
322,11,4,bee-gees_too-much-heaven
323,5,4,kate-bush_wuthering-heights
324,11,5,billy-joel_only-the-good-die-young
325,9,4,jim-croce_ill-have-to-say-i-love-you-in-a-song
326,8,2,grateful-dead_sugaree
327,8,2,jimmy-buffett_a-pirate-looks-at-forty
328,8,3,barclay-james-harvest_hymn
329,11,4,the-jacksons_blame-it-on-the-boogie
330,10,4,kris-kristofferson_sunday-morning-coming-down
331,10,6,eric-clapton_lay-down-sally
332,16,5,black-sabbath_iron-man
333,9,5,the-doors_roadhouse-blues
334,10,4,the-byrds_you-aint-goin-nowhere
335,6,4,bob-dylan_the-man-in-me
336,9,5,george-harrison_give-me-love
337,8,2,the-wolfe-tones_come-out-ye-black-and-tans
338,6,4,pink-floyd_nobody-home
339,7,4,harry-nilsson_without-you
340,10,5,neil-diamond_forever-in-blue-jeans
341,11,6,stevie-wonder_sir-duke
342,6,4,supertramp_the-logical-song
343,11,4,status-quo_whatever-you-want
344,13,6,grateful-dead_box-of-rain
345,9,6,rainbow_since-you-been-gone
346,7,4,joni-mitchell_california
347,8,5,electric-light-orchestra_telephone-line
348,11,3,t-rex_cosmic-dancer
349,1,1,bill-gloria-gaither_theres-something-about-that-name
350,6,4,acdc_its-a-long-way-to-the-top
351,1,1,tom-waits_christmas-card-from-a-hooker-in-minneapolis
352,10,5,king-harvest_dancing-in-the-moonlight
353,4,3,pink-floyd_welcome-to-the-machine
354,3,1,the-rolling-stones_brown-sugar
355,5,3,badfinger_baby-blue
356,5,2,michael-jackson_ill-be-there
357,11,6,three-dog-night_joy-to-the-world
358,6,3,john-denver_sunshine-on-my-shoulders
359,6,2,runrig_loch-lomond
360,7,4,chris-norman_stumblin-in
361,10,3,barry-louis-polisar_all-i-want-is-you
362,6,2,george-jones_he-stopped-loving-her-today
363,10,4,jim-croce_bad-bad-leroy-brown
364,5,3,elvis-costello_alison
365,6,3,lynyrd-skynyrd_gimme-three-steps
366,9,5,elton-john_saturday-nights-alright-for-fighting
367,8,4,david-bowie_rebel-rebel
368,11,5,john-denver_back-home-again
369,8,3,stevie-wonder_higher-ground
