,total_num_sections,num_unique_sections,Song
0,7,3,john-lennon_happy-xmas-war-is-over
1,8,5,acdc_highway-to-hell
2,7,5,acdc_tnt
3,3,2,aerosmith_dream-on
4,7,4,alice-cooper_poison
5,7,3,america_a-horse-with-no-name
6,8,5,america_sister-golden-hair
7,3,2,america_ventura-highway
8,11,6,bee-gees_how-deep-is-your-love
9,10,6,bee-gees_more-than-a-woman
10,3,1,bette-midler_the-rose
11,10,6,billy-joel_just-the-way-you-are
12,9,5,billy-joel_new-york-state-of-mind
13,18,5,billy-joel_piano-man
14,8,4,billy-joel_shes-always-a-woman
15,8,3,billy-joel_vienna
16,7,5,black-sabbath_paranoid
17,22,3,bob-dylan_hurricane
18,7,3,bob-dylan_one-more-cup-of-coffee
19,10,1,bob-dylan_shelter-from-the-storm
20,9,4,bob-dylan_simple-twist-of-fate
21,9,3,bob-dylan_tangled-up-in-blue
22,7,5,bob-seger-the-silver-bullet-band_night-moves
23,10,4,bob-seger-the-silver-bullet-band_turn-the-page
24,9,5,bonnie-raitt_angel-from-montgomery
25,10,5,boston_more-than-a-feeling
26,8,5,bread_everything-i-own
27,2,2,bread_if
28,10,7,bruce-springsteen_born-to-run
29,9,4,carly-simon_youre-so-vain
30,9,5,carole-king_its-too-late
31,8,4,carole-king_so-far-away
32,4,2,carole-king_will-you-love-me-tomorrow
33,7,5,carole-king_youve-got-a-friend
34,6,3,cat-stevens_father-and-son
35,9,4,cat-stevens_morning-has-broken
36,7,5,cat-stevens_wild-world
37,7,5,chicago_if-you-leave-me-now
38,6,3,creedence-clearwater-revival_have-you-ever-seen-the-rain
39,9,6,creedence-clearwater-revival_lookin-out-my-back-door
40,6,4,creedence-clearwater-revival_wholl-stop-the-rain
41,2,2,crosby-stills-nash-young_helpless
42,9,6,david-bowie_changes
43,8,5,david-bowie_heroes
44,4,2,david-bowie_life-on-mars
45,7,3,david-bowie_moonage-daydream
46,6,4,david-bowie_rock-n-roll-suicide
47,9,5,david-bowie_starman
48,9,5,david-bowie_the-man-who-sold-the-world
49,9,5,david-bowie_ziggy-stardust
50,6,2,deep-purple_smoke-on-the-water
51,6,4,deep-purple_soldier-of-fortune
52,14,5,dire-straits_sultans-of-swing
53,6,4,eagles_best-of-my-love
54,9,6,eagles_desperado
55,5,2,eagles_hotel-california
56,10,5,eagles_lyin-eyes
57,10,5,eagles_new-kid-in-town
58,8,4,eagles_peaceful-easy-feeling
59,9,7,eagles_take-it-easy
60,6,4,eagles_take-it-to-the-limit
61,8,6,eagles_tequila-sunrise
62,11,5,electric-light-orchestra_mr-blue-sky
63,6,3,elton-john_bennie-and-the-jets
64,10,5,elton-john_crocodile-rock
65,5,3,elton-john_goodbye-yellow-brick-road
66,5,3,elton-john_rocket-man
67,13,6,elton-john_tiny-dancer
68,9,5,elton-john_your-song
69,9,6,elvis-presley_always-on-my-mind
70,9,5,elvis-presley_burning-love
71,5,3,elvis-presley_thats-alright-mama
72,7,2,eric-carmen_all-by-myself
73,7,4,eric-clapton_cocaine
74,10,3,eric-clapton_i-shot-the-sheriff
75,5,4,eric-clapton_nobody-knows-you-when-youre-down-and-out
76,7,3,eric-clapton_wonderful-tonight
77,7,3,faces_ooh-la-la
78,6,3,fleetwood-mac_dreams
79,9,5,fleetwood-mac_go-your-own-way
80,4,3,fleetwood-mac_rhiannon
81,9,7,fleetwood-mac_the-chain
82,14,4,george-harrison_my-sweet-lord
83,8,4,grateful-dead_brokedown-palace
84,1,1,grateful-dead_friend-of-the-devil
85,8,4,grateful-dead_ripple
86,5,2,hall-oates_rich-girl
87,9,4,harry-chapin_cats-in-the-cradle
88,7,4,jackson-browne_these-days
89,8,4,james-taylor_fire-and-rain
90,4,2,james-taylor_sweet-baby-james
91,10,7,janis-joplin_me-and-bobby-mcgee
92,8,4,jim-croce_i-got-a-name
93,9,5,jimmy-buffett_margaritaville
94,7,5,joan-jett_i-love-rock-n-roll
95,4,2,joe-cocker_you-are-so-beautiful
96,9,5,john-lennon_imagine
97,8,4,john-lennon_jealous-guy
98,8,4,john-lennon_working-class-hero
99,8,5,kansas_carry-on-wayward-son
100,5,4,kansas_dust-in-the-wind
101,6,3,kiss_i-was-made-for-lovin-you
102,2,2,led-zeppelin_going-to-california
103,14,7,led-zeppelin_kashmir
104,11,5,led-zeppelin_stairway-to-heaven
105,6,4,linda-ronstadt_blue-bayou
106,7,5,lou-reed_perfect-day
107,1,1,lou-reed_walk-on-the-wild-side
108,13,6,lynyrd-skynyrd_simple-man
109,9,5,lynyrd-skynyrd_sweet-home-alabama
110,8,4,lynyrd-skynyrd_tuesdays-gone
111,6,5,nazareth_love-hurts
112,4,2,neil-young_after-the-gold-rush
113,8,6,neil-young_heart-of-gold
114,5,2,neil-young_hey-hey-my-my-into-the-black
115,11,5,neil-young_old-man
116,9,6,paul-mccartney_maybe-im-amazed
117,8,4,peter-frampton_baby-i-love-your-way
118,13,6,peter-frampton_show-me-the-way
119,8,5,pink-floyd_another-brick-in-the-wall-part-2
120,6,4,pink-floyd_brain-damage
121,5,3,pink-floyd_breathe
122,10,5,pink-floyd_echoes
123,6,4,pink-floyd_hey-you
124,1,1,pink-floyd_mother
125,6,4,pink-floyd_time
126,7,5,queen_39
127,9,7,queen_bohemian-rhapsody
128,9,5,queen_crazy-little-thing-called-love
129,8,5,queen_dont-stop-me-now
130,10,6,queen_fat-bottomed-girls
131,8,5,queen_good-old-fashioned-lover-boy
132,10,5,queen_killer-queen
133,6,3,queen_love-of-my-life
134,11,6,queen_somebody-to-love
135,5,3,queen_we-are-the-champions
136,6,2,queen_we-will-rock-you
137,7,4,rainbow_temple-of-the-king
138,8,6,redbone_come-and-get-your-love
139,6,3,rey-valera_kahit-maputi-na-ang-buhok-ko
140,4,2,rod-stewart_i-dont-want-to-talk-about-it
141,5,3,rod-stewart_sailing
142,7,3,simon-garfunkel_bridge-over-troubled-water
143,6,4,simon-garfunkel_cecilia
144,5,1,simon-garfunkel_scarborough-fair
145,10,7,simon-garfunkel_the-only-living-boy-in-new-york
146,7,3,smokie_living-next-door-to-alice
147,7,3,stealers-wheel_stuck-in-the-middle-with-you
148,8,3,steve-miller-band_the-joker
149,8,5,talking-heads_psycho-killer
150,5,3,the-allman-brothers-band_melissa
151,8,4,the-beatles_across-the-universe
152,9,4,the-beatles_let-it-be
153,6,3,the-beatles_the-long-and-winding-road
154,9,5,the-beatles_two-of-us
155,12,7,the-cure_boys-dont-cry
156,8,5,the-doobie-brothers_listen-to-the-music
157,6,3,the-doors_riders-on-the-storm
158,11,5,the-kinks_lola
159,5,2,the-kinks_strangers
160,7,3,the-marshall-tucker-band_cant-you-see
161,7,3,the-police_message-in-a-bottle
162,6,3,the-police_roxanne
163,8,3,the-rolling-stones_angie
164,10,5,the-rolling-stones_dead-flowers
165,7,3,the-rolling-stones_gimme-shelter
166,7,4,the-rolling-stones_sweet-virginia
167,10,5,the-rolling-stones_wild-horses
168,9,5,the-velvet-underground_sweet-jane
169,9,6,the-who_behind-blue-eyes
170,4,2,tim-buckley_song-to-the-siren
171,8,5,tom-petty-and-the-heartbreakers_american-girl
172,5,3,toto_hold-the-line
173,13,4,uriah-heep_lady-in-black
174,9,6,van-morrison_into-the-mystic
175,10,5,van-morrison_moondance
176,7,6,zz-top_la-grange
177,12,6,abba_the-winner-takes-it-all
178,6,2,kenny-rogers_the-gambler
179,6,3,john-denver_take-me-home-country-roads
180,6,4,bob-dylan_knockin-on-heavens-door
181,7,3,dolly-parton_jolene
182,3,2,bill-withers_aint-no-sunshine
183,12,2,don-mclean_american-pie
184,8,4,bob-marley_three-little-birds
185,6,4,eagles_please-come-home-for-christmas
186,9,5,bob-marley_redemption-song
187,4,2,johnny-cash_you-are-my-sunshine
188,8,4,bill-withers_lean-on-me
189,3,1,stevie-wonder_isnt-she-lovely
190,9,6,abba_mamma-mia
191,8,6,willie-nelson_always-on-my-mind
192,13,5,gloria-gaynor_i-will-survive
193,7,4,james-taylor_youve-got-a-friend
194,8,5,don-mclean_vincent
195,3,2,elvis-presley_unchained-melody
196,7,4,bob-marley_no-woman-no-cry
197,9,4,george-harrison_all-things-must-pass
198,7,3,neil-young_dont-let-it-bring-you-down
199,3,2,eric-clapton_autumn-leaves
200,6,4,john-denver_annies-song
201,16,7,iggy-pop_the-passenger
202,6,2,john-prine_angel-from-montgomery
203,10,5,joni-mitchell_a-case-of-you
204,7,3,johnny-cash_ghost-riders-in-the-sky
205,7,3,earth-wind-fire_september
206,13,5,joni-mitchell_big-yellow-taxi
207,13,5,johnny-hallyday_la-musique-que-jaime
208,3,3,frank-sinatra_new-york-new-york
209,9,4,gordon-lightfoot_if-you-could-read-my-mind
210,6,2,katri-helena_joulumaa
211,6,3,jim-croce_time-in-a-bottle
212,5,2,johnny-cash_sunday-morning-coming-down
213,5,3,paul-simon_50-ways-to-leave-your-lover
214,7,3,abba_i-have-a-dream
215,10,3,bob-marley_i-shot-the-sheriff
216,8,4,leonard-cohen_famous-blue-raincoat
217,7,3,arlo-guthrie_city-of-new-orleans
218,6,2,dobie-gray_drift-away
219,5,4,merle-haggard_if-we-make-it-through-december
220,9,4,bob-marley_is-this-love
221,12,6,bee-gees_stayin-alive
222,7,4,willie-nelson_on-the-road-again
223,15,5,boney-m-_marys-boy-child-oh-my-lord
224,4,3,waylon-jennings_mammas-dont-let-your-babies-grow-up-to-be-cowboys
225,8,4,the-band_christmas-must-be-tonight
226,7,4,commodores_easy
227,6,2,bob-dylan_i-shall-be-released
228,4,2,gilbert-osullivan_alone-again-naturally
229,5,3,carpenters_top-of-the-world
230,5,3,abba_sos
231,7,4,mud_lonely-this-christmas
232,6,4,johnny-nash_i-can-see-clearly-now
233,7,3,chris-de-burgh_a-spaceman-came-travelling
234,12,5,gordon-lightfoot_sundown
235,8,3,roberta-flack_killing-me-softly-with-his-song
236,5,3,leonard-cohen_chelsea-hotel-no-2
237,3,3,pink-floyd_pigs-on-the-wing-part-1
238,7,5,al-green_lets-stay-together
239,3,2,willie-nelson_blue-eyes-crying-in-the-rain
240,6,2,dougie-maclean_caledonia
241,6,4,neil-young_only-love-can-break-your-heart
242,7,4,jackson-browne_doctor-my-eyes
243,8,4,looking-glass_brandy-youre-a-fine-girl
244,14,9,pink-floyd_dogs
245,10,5,eric-clapton_bell-bottom-blues
246,3,2,elton-john_dont-let-the-sun-go-down-on-me
247,12,5,boney-m-_rasputin
248,9,5,neil-young_four-strong-winds
249,6,4,james-taylor_you-can-close-your-eyes
250,7,4,ramones_blitzkrieg-bop
251,7,4,dolly-parton_i-will-always-love-you
252,10,5,jim-croce_operator
253,12,5,neil-young_cortez-the-killer
254,10,5,bob-marley_jamming
255,12,8,the-kinks_father-christmas
256,10,4,the-rolling-stones_beast-of-burden
257,8,5,heart_crazy-on-you
258,1,1,neil-young_tell-me-why
259,7,5,neil-young_comes-a-time
260,5,2,fleetwood-mac_gold-dust-woman
261,6,3,bob-marley_one-love-people-get-ready
262,1,1,joe-cocker_unchain-my-heart
263,6,3,stevie-wonder_you-are-the-sunshine-of-my-life
264,7,3,little-feat_willin
265,11,6,neil-young_long-may-you-run
266,4,2,tom-waits_ol-55
267,9,6,francis-cabrel_petite-marie
268,7,3,dolly-parton_coat-of-many-colors
269,3,2,tom-waits_somewhere-from-west-side-story
270,3,3,pink-floyd_the-great-gig-in-the-sky
271,7,3,pink-floyd_money
272,7,5,eagles_one-of-these-nights
273,8,4,bob-dylan_forever-young
274,8,4,billy-joel_honesty
275,8,4,todd-rundgren_hello-its-me
276,9,5,the-rolling-stones_miss-you
277,7,4,the-allman-brothers-band_ramblin-man
278,5,3,kris-kristofferson_help-me-make-it-through-the-night
279,7,4,gerry-rafferty_baker-street
280,4,2,al-stewart_year-of-the-cat
281,10,7,the-police_walking-on-the-moon
282,6,3,abba_thank-you-for-the-music
283,8,4,the-four-seasons_december-1963-oh-what-a-night
284,8,5,creedence-clearwater-revival_long-as-i-can-see-the-light
285,9,5,scorpions_always-somewhere
286,5,3,the-allman-brothers-band_midnight-rider
287,5,2,kenny-rogers_lucille
288,6,4,george-harrison_run-of-the-mill
289,5,3,free_all-right-now
290,9,5,lynyrd-skynyrd_call-me-the-breeze
291,1,1,paul-simon_still-crazy-after-all-these-years
292,5,1,bonnie-tyler_its-a-heartache
293,9,4,john-denver_christmas-for-cowboys
294,10,4,bill-withers_lovely-day
295,7,3,dan-hill_sometimes-when-we-touch
296,12,7,thin-lizzy_the-boys-are-back-in-town
297,18,7,the-doobie-brothers_long-train-runnin
298,10,7,blondie_one-way-or-another
299,6,3,chicago_hard-to-say-im-sorry
300,11,6,seals-crofts_summer-breeze
301,11,3,john-lennon_oh-yoko
302,11,5,abba_honey-honey
303,5,3,pink-floyd_san-tropez
304,7,4,abba_waterloo
305,6,4,carpenters_superstar
306,8,3,yes_roundabout
307,5,2,glen-campbell_rhinestone-cowboy
308,12,4,grateful-dead_brown-eyed-woman
309,7,3,john-prine_christmas-in-prison
310,8,2,monty-python_always-look-on-the-bright-side-of-life
311,1,1,pink-floyd_us-and-them
312,6,3,elton-john_sorry-seems-to-be-the-hardest-word
313,14,7,stevie-wonder_dont-you-worry-bout-a-thing
314,5,3,carpenters_yesterday-once-more
315,9,6,the-cars_just-what-i-needed
316,6,2,hank-williams-jr-_family-tradition
