,total_num_sections,num_unique_sections,Song
0,7,4,sia_snowman
1,11,3,aaron-lewis_travelin-soldier
2,7,4,alt-j_breezeblocks
3,8,2,alt-j_left-hand-free
4,2,2,andreas-bourani_auf-uns
5,10,7,arctic-monkeys_arabella
6,8,5,arctic-monkeys_do-i-wanna-know
7,5,3,arctic-monkeys_i-wanna-be-yours
8,1,1,beach-bunny_prom-queen
9,10,6,bethel-music_ever-be
10,2,2,big-thief_masterpiece
11,8,4,big-thief_shark-smile
12,7,4,birdy_skinny-love
13,5,4,boygenius_me-and-my-dog
14,7,5,brandi-carlile_the-joke
15,9,6,bring-me-the-horizon_drown
16,7,4,cage-the-elephant_cigarette-daydreams
17,9,6,cage-the-elephant_telescope
18,10,7,cage-the-elephant_trouble
19,14,6,cavetown_boys-will-be-bugs
20,7,4,cavetown_fool
21,6,3,cavetown_juliet
22,6,4,cavetown_lemon-boy
23,7,6,cavetown_meteor-shower
24,8,5,chet-faker_talk-is-cheap
25,9,6,chris-cornell_like-a-stone
26,7,3,cigarettes-after-sex_k
27,4,2,clairo_pretty-girl
28,7,4,dayglow_can-i-call-you-tonight
29,9,7,demi-lovato_sober
30,3,2,die-toten-hosen_tage-wie-diese
31,4,2,eddie-vedder_tonight-you-belong-to-me
32,7,5,family-of-the-year_hero
33,7,4,foo-fighters_walk
34,5,3,fun-_some-nights
35,10,5,girl-in-red_bad-idea
36,6,3,girl-in-red_girls
37,9,5,green-day_ordinary-world
38,10,5,greta-van-fleet_youre-the-one
39,10,4,grouplove_tongue-tied
40,7,4,harry-styles_ever-since-new-york
41,7,5,harry-styles_fine-line
42,7,4,harry-styles_kiwi
43,11,8,harry-styles_sunflower-vol-6
44,10,6,harry-styles_to-be-so-lonely
45,9,6,harry-styles_two-ghosts
46,9,5,hillsong-united_so-will-i-100-billion-x
47,8,4,hozier_angel-of-small-death-and-the-codeine-scene
48,9,6,imagine-dragons_believer
49,10,6,imagine-dragons_its-time
50,5,3,imagine-dragons_warriors
51,9,5,imagine-dragons_whatever-it-takes
52,9,5,jack-stauber_buttercup
53,9,6,james-bay_us
54,9,5,james-blunt_bonfire-heart
55,8,5,juan-karlos_buwan
56,9,6,kodaline_all-i-want
57,11,7,kodaline_brother
58,7,5,kygo_it-aint-me
59,9,6,lady-gaga_joanne
60,8,4,lilly-wood-the-prick_prayer-in-c
61,9,5,linkin-park_castle-of-glass
62,7,5,linkin-park_the-messenger
