,total_num_sections,num_unique_sections,Song
63,10,6,los-campesinos_romance-is-boring
64,10,6,louis-tomlinson_two-of-us
65,10,6,lucy-dacus_night-shift
66,6,5,mac-demarco_chamber-of-reflection
67,5,3,mac-demarco_my-kind-of-woman
68,7,5,manchester-orchestra_the-silence
69,8,6,men-i-trust_show-me-how
70,8,5,michael-w-smith_waymaker
71,6,5,mitski_washing-machine-heart
72,7,6,mitski_your-best-american-girl
73,6,4,natalia-lafourcade_lo-que-construimos
74,6,4,neck-deep_december
75,10,6,niall-horan_put-a-little-love-on-me
76,11,6,noel-gallaghers-high-flying-birds_if-i-had-a-gun
77,7,4,nothing-but-thieves_lover-please-stay
78,12,5,one-direction_drag-me-down
79,8,4,one-direction_perfect
80,10,5,onerepublic_counting-stars
81,6,4,onerepublic_i-lived
82,7,6,pamungkas_to-the-bone
83,7,5,panic-at-the-disco_house-of-memories
84,11,6,paramore_aint-it-fun
85,5,4,peach-pit_alrighty-aphrodite
86,8,5,peach-pit_tommys-party
87,9,5,phillip-phillips_gone-gone-gone
88,5,4,phum-viphurit_lover-boy
89,5,3,pigeon-pit_nights-like-these
90,10,6,plain-white-ts_rhythm-of-love
91,11,5,rainbow-kitten-surprise_first-class
92,10,4,rend-collective_build-your-kingdom-here
93,7,4,rex-orange-county_sunflower
94,6,4,ricky-montgomery_my-heart-is-buried-in-venice
95,8,5,ruelle_i-get-to-love-you
96,11,5,seiler-und-speer_ham-kummst
97,8,4,shinedown_simple-man
98,5,3,sir-chloe_animal
99,10,6,sunrise-avenue_hollywood-hills
100,7,3,taylor-swift_better-than-revenge
101,9,5,taylor-swift_mean
102,14,7,taylor-swift_never-grow-up
103,6,5,taylor-swift_state-of-grace
104,6,3,the-1975_robbers
105,4,2,the-kooks_taking-pictures-of-you
106,10,6,the-lumineers_gloria
107,10,6,the-neighbourhood_sweater-weather
108,7,3,the-new-basement-tapes_kansas-city
109,6,3,the-script_for-the-first-time
110,2,2,the-script_hall-of-fame
111,4,2,tom-odell_heal
112,10,6,twenty-one-pilots_the-judge
113,7,4,two-door-cinema-club_what-you-know
114,11,6,u2_summer-of-love
115,11,6,weyes-blood_andromeda
116,8,4,x-ambassadors_renegades
117,6,3,x-ambassadors_unsteady
118,9,6,zac-brown-band_knee-deep
119,11,7,ed-sheeran_perfect
120,10,6,vance-joy_riptide
121,12,5,taylor-swift_all-too-well
122,10,6,passenger_let-her-go
123,11,6,adele_someone-like-you
124,9,5,bruno-mars_when-i-was-your-man
125,9,5,ed-sheeran_thinking-out-loud
126,10,7,ed-sheeran_photograph
127,10,6,john-legend_all-of-me
128,11,5,adele_when-we-were-young
129,8,5,lewis-capaldi_someone-you-loved
130,9,4,justin-bieber_love-yourself
131,11,6,ed-sheeran_i-see-fire
132,10,6,bruno-mars_talking-to-the-moon
133,11,6,tom-odell_another-love
134,8,4,darius-rucker_wagon-wheel
135,4,2,the-walters_i-love-you-so
136,10,5,james-arthur_say-you-wont-let-go
137,8,5,daniel-caesar_best-part
138,9,5,rihanna_stay
139,10,6,ed-sheeran_the-a-team
140,9,5,calum-scott_you-are-the-reason
141,6,4,lord-huron_the-night-we-met
142,10,7,christina-perri_a-thousand-years
143,8,5,billie-eilish_lovely
144,7,4,imagine-dragons_radioactive
145,9,5,adele_all-i-ask
146,10,7,noah-cyrus_july
147,5,3,avicii_wake-me-up
148,11,7,harry-styles_watermelon-sugar
149,9,6,gotye_somebody-that-i-used-to-know
150,8,4,ariana-grande_santa-tell-me
151,8,4,taylor-swift_enchanted
152,7,4,billie-eilish_ocean-eyes
153,12,2,the-longest-johns_wellerman
154,7,4,sam-smith_stay-with-me
155,10,6,adele_hello
156,11,6,aurora_runaway
157,7,4,taylor-swift_lover
158,4,3,pentatonix_mary-did-you-know
159,11,5,bethel-music_goodness-of-god
160,8,4,chris-tomlin_noel
161,7,4,a-great-big-world_say-something
162,8,3,imagine-dragons_demons
163,7,4,taylor-swift_wildest-dreams
164,9,7,one-direction_night-changes
165,8,4,morgan-wallen_cover-me-up
166,7,4,harry-styles_falling
167,10,6,calum-scott_dancing-on-my-own
168,7,4,billie-eilish_when-the-partys-over
169,5,3,billie-eilish_idontwannabeyouanymore
170,9,6,duncan-laurence_arcade
171,8,5,sam-smith_im-not-the-only-one
172,10,6,one-direction_story-of-my-life
173,7,5,billie-eilish_i-love-you
174,10,6,adele_set-fire-to-the-rain
175,13,7,ruth-b-_dandelions
176,10,6,of-monsters-and-men_little-talks
177,7,4,bruno-mars_just-the-way-you-are
178,9,6,ed-sheeran_happier
179,9,5,christina-perri_jar-of-hearts
180,10,6,harry-styles_sign-of-the-times
181,9,5,ed-sheeran_castle-on-the-hill
182,8,5,lady-a-lady-antebellum_need-you-now
183,6,3,matt-maltese_as-the-world-caves-in
184,9,4,cavetown_devil-town
185,6,4,ricky-montgomery_line-without-a-hook
186,5,3,sara-bareilles_she-used-to-be-mine
187,11,8,hillsong-united_oceans-where-feet-may-fail
188,9,6,david-guetta_titanium
189,7,3,matt-redman_10000-reasons-bless-the-lord
190,12,6,tones-and-i_dance-monkey
191,9,5,sam-smith_too-good-at-goodbyes
192,11,7,taylor-swift_back-to-december
193,10,6,lewis-capaldi_bruises
194,11,7,shawn-mendes_stitches
195,10,6,ed-sheeran_shape-of-you
196,8,5,taylor-swift_red
197,12,9,taylor-swift_everything-has-changed
198,9,4,billie-eilish_bellyache
199,12,7,camila-cabello_havana
200,14,8,mitski_first-love-late-spring
201,9,5,tyler-childers_feathered-indians
202,8,5,dean-lewis_be-alright
203,9,5,phoebe-bridgers_funeral
204,10,5,jp-saxe_if-the-world-was-ending
205,7,5,tyler-childers_lady-may
206,10,6,bruno-mars_grenade
207,8,4,sia_chandelier
208,7,4,lady-gaga_million-reasons
209,6,4,joy-again_looking-out-for-you
210,15,5,lukas-graham_7-years
211,6,3,avicii_the-nights
212,9,6,billie-eilish_everything-i-wanted
213,12,7,james-bay_let-it-go
214,9,6,bruno-mars_count-on-me
215,12,7,bastille_pompeii
216,7,3,phoebe-bridgers_motion-sickness
217,9,5,ed-sheeran_supermarket-flowers
218,6,3,pentatonix_thats-christmas-to-me
219,8,4,chris-cornell_nothing-compares-2-u
220,7,4,post-malone_circles
221,9,5,niall-horan_this-town
222,6,3,taylor-swift_blank-space
223,11,5,syml_wheres-my-love
224,10,5,pnk_try
225,6,3,ricky-montgomery_mr-loverman
226,9,5,ed-sheeran_galway-girl
227,7,3,the-lumineers_ho-hey
228,9,4,cory-asbury_reckless-love
229,10,6,luis-fonsi_despacito
230,8,5,steve-lacy_dark-red
231,7,4,lauren-daigle_light-of-the-world
232,10,6,shawn-mendes_mercy
233,10,5,daft-punk_get-lucky
234,10,5,cigarettes-after-sex_apocalypse
235,10,5,dean-lewis_waves
236,9,5,the-lumineers_stubborn-love
237,7,4,one-direction_little-things
238,7,4,paramore_still-into-you
239,10,6,taylor-swift_we-are-never-ever-getting-back-together
240,6,3,rex-orange-county_best-friend
241,8,5,lil-nas-x_old-town-road
242,11,7,coldplay_christmas-lights
243,9,5,alec-benjamin_let-me-down-slowly
244,9,6,vundabar_alien-blues
245,10,5,lana-del-rey_video-games
246,2,2,patrick-watson_je-te-laisserai-des-mots
247,14,5,lana-del-rey_summertime-sadness
248,7,4,ed-sheeran_give-me-love
249,8,3,fun-_we-are-young
250,8,3,anne-marie_2002
251,9,6,clairo_sofia
252,7,3,hozier_take-me-to-church
253,9,5,lauren-daigle_you-say
254,9,6,shawn-mendes_treat-you-better
255,8,4,meghan-trainor_like-im-gonna-lose-you
256,9,5,kelly-clarkson_underneath-the-tree
257,10,4,james-arthur_impossible
258,6,5,slander-us_love-is-gone
259,8,5,alan-walker_faded
260,11,6,harry-styles_sweet-creature
261,9,5,milky-chance_stolen-dance
262,8,6,craig-campbell_outskirts-of-heaven
263,10,5,mumford-sons_i-will-wait
264,9,4,billie-eilish_bored
265,8,5,ruth-b-_lost-boy
266,5,2,the-paper-kites_bloom
267,8,5,andra-day_rise-up
268,7,5,the-rare-occasions_notion
269,7,3,billie-eilish_hostage
270,5,2,finneas_lets-fall-in-love-for-the-night
271,5,3,the-lumineers_ophelia
272,11,4,hillsong-worship_what-a-beautiful-name
273,8,4,finneas_break-my-heart-again
274,10,6,ed-sheeran_lego-house
275,7,4,jason-mraz_i-wont-give-up
276,9,5,adele_turning-tables
277,7,4,linkin-park_one-more-light
278,9,6,the-1975_be-my-mistake
279,7,5,post-malone_feeling-whitney
280,9,5,taylor-swift_i-knew-you-were-trouble
281,2,2,beach-house_space-song
282,8,4,justin-bieber_baby
283,6,4,sam-smith_lay-me-down
284,10,6,elevation-worship_o-come-to-the-altar
285,10,5,avenged-sevenfold_so-far-away
286,9,5,kacey-musgraves_rainbow
287,8,4,harry-styles_from-the-dining-table
288,10,5,matt-maeson_hallucinogenics
289,6,4,girl-in-red_we-fell-in-love-in-october
290,7,4,billie-eilish_listen-before-i-go
291,4,2,clairo_bubble-gum
292,7,5,childish-gambino_redbone
293,8,4,taylor-swift_22
294,7,4,beach-bunny_sports
295,6,2,bruno-mars_it-will-rain
296,9,6,housefires_build-my-life
297,8,5,phoebe-bridgers_georgia
298,7,4,joji_slow-dancing-in-the-dark
299,10,6,harry-styles_adore-you
300,7,4,one-direction_you-and-i
301,9,4,rainbow-kitten-surprise_its-called-freefall
302,6,4,little-big-town_girl-crush
303,7,5,chord-overstreet_hold-on
304,9,4,kodaline_high-hopes
305,9,5,shawn-mendes_theres-nothing-holdin-me-back
306,8,5,taylor-swift_dear-john
307,13,7,the-chainsmokers_something-just-like-this
308,8,6,the-lumineers_sleep-on-the-floor
309,12,6,lana-del-rey_brooklyn-baby
310,6,4,lorde_liability
311,11,5,mike-posner_i-took-a-pill-in-ibiza
312,9,3,george-ezra_budapest
313,5,4,mitski_i-bet-on-losing-dogs
314,6,3,daughter_youth
315,7,3,arctic-monkeys_no1-party-anthem
316,10,6,twenty-one-pilots_stressed-out
317,12,7,pnk_just-give-me-a-reason
318,11,6,taylor-swift_christmas-tree-farm
319,11,7,bruno-mars_locked-out-of-heaven
320,9,6,coldplay_everglow
321,10,5,bruno-mars_marry-you
322,9,6,adele_million-years-ago
323,8,5,flora-cash_youre-somebody-else
324,8,3,phil-wickham_joy-to-the-world-joyful-joyful
325,11,8,harry-styles_cherry
326,6,2,lana-del-rey_blue-jeans
327,7,4,rihanna_love-on-the-brain
328,9,6,billie-eilish_bad-guy
329,7,4,avicii_hey-brother
330,7,4,birdy_people-help-the-people
331,6,4,the-head-and-the-heart_rivers-and-roads
332,9,5,one-direction_what-makes-you-beautiful
333,9,5,one-direction_18
334,7,5,tyler-childers_shake-the-frost
335,11,7,sam-fischer_this-city
336,9,5,taylor-swift_treacherous
337,8,5,billie-eilish_watch
338,9,6,mark-ronson_uptown-funk
339,9,4,daniel-caesar_get-you
340,10,5,sufjan-stevens_mystery-of-love
341,9,5,sasha-sloan_dancing-with-your-ghost
342,4,3,the-1975_somebody-else
343,9,5,angus-julia-stone_big-jet-plane
344,9,6,hillsong-worship_who-you-say-i-am
345,8,7,alex-sierra_little-do-you-know
346,6,4,chris-stapleton_broken-halos
347,10,4,twenty-one-pilots_house-of-gold
348,18,5,zayn_dusk-till-dawn
349,6,4,lewis-capaldi_forever
350,7,4,taylor-swift_style
351,8,4,justin-bieber_christmas-love
352,7,4,leon-bridges_river
353,9,4,magic_rude
354,12,6,taylor-swift_begin-again
355,7,4,alec-benjamin_the-water-fountain
356,8,3,pharrell-williams_happy
357,6,2,disturbed_the-sound-of-silence
358,7,5,luke-combs_when-it-rains-it-pours
359,6,5,rex-orange-county_pluto-projector
360,5,3,celeste-uk_strange
361,7,4,twenty-one-pilots_ride
362,10,7,the-band-perry_if-i-die-young
363,9,5,neon-trees_everybody-talks
364,7,4,billie-eilish_party-favor
365,7,3,the-black-keys_little-black-submarines
366,8,5,lana-del-rey_young-and-beautiful
367,1,1,taylor-swift_i-almost-do
368,12,6,robin-schulz_sugar
369,8,5,taylor-swift_crazier
370,6,4,daniel-caesar_japanese-denim
371,8,4,sia_elastic-heart
372,9,5,charlie-puth_one-call-away
373,8,5,5-seconds-of-summer_amnesia
374,6,4,the-backseat-lovers_kilby-girl
375,10,6,billie-eilish_all-the-good-girls-go-to-hell
376,9,5,taylor-swift_sparks-fly
377,8,4,foster-the-people_pumped-up-kicks
378,12,8,haloo-helsinki_joulun-kanssas-jaan
379,10,7,taylor-swift_cornelia-street
380,7,4,wilbur-soot_maybe-i-was-boring
381,11,7,ashe_moral-of-the-story
382,14,6,caamp_by-and-by
383,8,5,taylor-swift_death-by-a-thousand-cuts
384,6,4,khalid_location
385,10,4,arctic-monkeys_r-u-mine
386,8,3,colter-wall_kate-mccannon
387,10,5,selena-gomez_lose-you-to-love-me
388,4,2,paramore_interlude-im-not-angry-anymore
389,3,2,mitski_a-burning-hill
390,7,4,birdy_wings
391,9,5,taylor-swift_clean
392,6,2,sam-smith_like-i-can
393,4,2,dani-and-lizzy_dancing-in-the-sky
394,4,2,for-king-country_little-drummer-boy
395,11,5,black-pumas_colors
396,9,5,alicia-keys_girl-on-fire
397,8,4,rihanna_fourfiveseconds
398,6,3,mitski_last-words-of-a-shooting-star
399,9,6,james-bay_hold-back-the-river
400,7,4,phil-wickham_living-hope
401,6,5,juice-wrld_lucid-dreams
402,7,4,lana-del-rey_born-to-die
403,5,2,colter-wall_the-devil-wears-a-suit-and-tie
404,7,2,big-thief_paul
405,6,5,coyote-theory_this-side-of-paradise
406,10,6,katy-perry_firework
407,7,4,twenty-one-pilots_heathens
408,10,4,johnny-flynn_the-water
409,7,3,lily-allen_somewhere-only-we-know
410,7,4,billie-eilish_six-feet-under
411,6,4,phoebe-bridgers_scott-street
412,6,4,natalia-lafourcade_hasta-la-raiz
413,8,5,lewis-capaldi_hold-me-while-you-wait
414,9,6,coldplay_hymn-for-the-weekend
415,9,5,bruno-mars_versace-on-the-floor
416,9,4,sia_unstoppable
417,8,5,coldplay_a-sky-full-of-stars
418,6,3,she-him_the-christmas-waltz
419,7,4,luke-combs_better-together
420,3,3,grace-vanderwaal_i-dont-know-my-name
421,8,5,james-arthur_train-wreck
422,4,2,train_shake-up-christmas
423,7,3,eminem_love-the-way-you-lie
424,6,4,sleeping-at-last_turning-page
425,10,5,george-ezra_shotgun
426,6,4,cavetown_home
427,10,5,sufjan-stevens_fourth-of-july
428,15,6,the-chainsmokers_closer
429,10,6,one-direction_if-i-could-fly
430,7,3,coldplay_paradise
431,6,2,gnash_i-hate-u-i-love-u
432,8,4,lorde_royals
433,6,4,frank-ocean_self-control
434,10,5,walk-the-moon_shut-up-and-dance
435,11,6,wilbur-soot_its-all-futile-its-all-pointless
436,10,5,ed-sheeran_dive
437,7,4,hozier_like-real-people-do
438,11,6,ed-sheeran_tenerife-sea
439,8,5,sam-smith_writings-on-the-wall
440,6,3,dodie_she
441,9,5,vance-joy_im-with-you
442,12,7,taylor-swift_shake-it-off
443,6,2,frank-ocean_ivy
444,9,6,chris-tomlin_he-shall-reign-forevermore
445,6,3,dr-dog_whered-all-the-time-go
446,4,4,lil-peep_star-shopping
447,6,4,jessie-reyez_figures
448,7,4,taylor-swift_call-it-what-you-want
449,9,6,kacey-musgraves_slow-burn
450,8,5,morgan-wallen_chasin-you
451,8,7,5-seconds-of-summer_ghost-of-you
452,8,6,mitski_a-pearl
453,2,2,ed-maverick_fuentes-de-ortiz
454,10,6,pnk_what-about-us
455,10,5,lauren-daigle_rescue
456,6,3,clairo_bags
457,7,4,tom-rosenthal_go-solo
458,10,4,the-band-of-heathens_hurricane
459,12,7,adele_send-my-love-to-your-new-lover
460,11,5,the-neighbourhood_daddy-issues
461,10,5,jason-isbell_cover-me-up
462,8,4,the-black-keys_lonely-boy
463,12,7,taylor-swift_mine
464,11,8,taylor-swift_the-last-time
465,6,5,rex-orange-county_happiness
466,6,4,xxxtentacion_the-remedy-for-a-broken-heart-why-am-i-so-in-love
467,9,5,lukas-graham_love-someone
468,9,5,halsey_without-me
469,8,5,harry-styles_golden
470,9,6,tamino_habibi
471,10,4,tyler-childers_white-house-road
472,9,6,zac-brown-band_colder-weather
473,13,6,the-oh-hellos_soldier-poet-king
474,6,4,alex-turner_piledriver-waltz
475,9,4,morgan-wallen_whiskey-glasses
476,13,4,danny-vera_roller-coaster
477,8,5,carly-rae-jepsen_call-me-maybe
478,7,3,christina-perri_human
479,8,5,the-oh-hellos_hello-my-old-heart
480,8,4,billie-eilish_my-boy
481,7,4,phil-wickham_this-is-amazing-grace
482,9,5,panic-at-the-disco_high-hopes
483,11,6,imagine-dragons_bad-liar
484,8,4,lana-del-rey_happiness-is-a-butterfly
485,9,5,dan-shay_10000-hours
486,9,6,one-direction_history
487,11,6,katie-melua_wonderful-life
488,8,6,declan-mckenna_brazil
489,9,6,john-mayer_new-light
490,8,4,gregory-alan-isakov_san-luis
491,6,6,all-sons-daughters_great-are-you-lord
492,8,4,taylor-swift_speak-now
493,10,5,shawn-mendes_imagination
494,5,3,chris-stapleton_whiskey-and-you
495,6,4,michael-kiwanuka_cold-little-heart
496,7,4,of-monsters-and-men_dirty-paws
497,6,3,ragnbone-man_human
498,7,4,ricky-montgomery_this-december
499,7,4,alex-turner_stuck-on-the-puzzle
500,10,5,imagine-dragons_thunder
501,5,3,matt-maher_lord-i-need-you
502,11,7,taylor-swift_getaway-car
503,9,5,briston-maroney_freakin-out-on-the-interstate
504,5,3,beabadoobee_tired
505,8,4,bethel-music_no-longer-slaves
506,7,6,hillsong-live_i-surrender
507,5,3,lykke-li_i-follow-rivers
508,9,5,taylor-swift_last-kiss
509,10,6,taylor-swift_delicate
510,5,3,mitski_me-and-my-husband
511,12,6,dropkick-murphys_rose-tattoo
512,9,5,taylor-swift_come-back-be-here
513,8,5,the-vamps_somebody-to-you
514,7,4,taylor-swift_sad-beautiful-tragic
515,6,3,demi-lovato_stone-cold
516,6,4,chris-stapleton_fire-away
517,7,3,bruno-major_easily
518,8,5,rex-orange-county_loving-is-easy
519,10,5,taylor-swift_new-years-day
520,3,2,xxxtentacion_changes
521,6,3,billie-eilish_come-out-and-play
522,9,5,blake-shelton_gods-country
523,10,5,billy-strings_dust-in-a-baggie
524,7,4,james-arthur_can-i-be-him
525,13,8,ariana-grande_dangerous-woman
526,8,5,john-mark-mcmillan_king-of-my-heart
527,10,5,hozier_from-eden
528,13,6,kanye-west_runaway
529,9,6,avicii_without-you
530,5,5,sidewalk-prophets_what-a-glorious-night
531,9,3,5-seconds-of-summer_youngblood
532,8,5,pink-sweat_honesty
533,8,4,arcade-fire_the-suburbs
534,8,2,pentatonix_hallelujah
535,9,5,daniela-andrade_christmas-time-is-here
536,8,4,ed-sheeran_i-dont-care
537,9,5,riley-green_i-wish-grandpas-never-died
538,7,4,taylor-swift_daylight
539,11,6,taylor-swift_paper-rings
540,8,4,panic-at-the-disco_death-of-a-bachelor
541,7,4,ellie-goulding_how-long-will-i-love-you
542,6,3,arctic-monkeys_snap-out-of-it
543,6,3,train_drive-by
544,9,4,elle-king_exs-and-ohs
545,15,5,portugal-the-man_feel-it-still
546,3,2,daniela-andrade_have-yourself-a-merry-little-christmas
547,5,3,boygenius_souvenir
548,7,5,billie-eilish_xanny
549,9,5,red-hot-chili-peppers_dark-necessities
